centroid_accession,superkingdom,kingdom,phylum,class,order,family,genus,species,strain_isolate,gene_product,sequence_length_bp,ncbi_definition_line,cluster_count,cluster_accessions_species,curator_notes
AB559820.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,NRIC 0776,16S ribosomal RNA,1554,"Lactobacillus kunkeei gene for 16S rRNA, partial sequence, strain: NRIC 0776",298,"EF187239.1: Lactobacillus kunkeei, GQ451606.1: Lactobacillus kunkeei, GU233464.1: Lactobacillus kunkeei, HM008721.1: uncultured Lactobacillus sp., HM534744.1: Lactobacillus kunkeei, HM534745.1: Lactobacillus kunkeei, HM534746.1: Lactobacillus kunkeei, HM534747.1: Lactobacillus kunkeei, HM534748.1: Lactobacillus kunkeei, HM534749.1: Lactobacillus kunkeei, HM534750.1: Lactobacillus kunkeei, HM534751.1: Lactobacillus kunkeei, HM534752.1: Lactobacillus kunkeei, HM534753.1: Lactobacillus kunkeei, HM534857.1: Lactobacillus kunkeei, JX099539.1: Lactobacillus sp. Fhon2N, JX099540.1: Lactobacillus sp. H6HS1N, KF598899.1: Lactobacillus kunkeei, KF598952.1: Lactobacillus kunkeei, KF598953.1: Lactobacillus kunkeei, KF598955.1: Lactobacillus kunkeei, KF598956.1: Lactobacillus kunkeei, KF598957.1: Lactobacillus kunkeei, KF598994.1: Lactobacillus kunkeei, KF599001.1: Lactobacillus kunkeei, KF599058.1: Lactobacillus kunkeei, KF599059.1: Lactobacillus kunkeei, KF599060.1: Lactobacillus kunkeei, KF599061.1: Lactobacillus kunkeei, KF599062.1: Lactobacillus kunkeei, KF599063.1: Lactobacillus kunkeei, KF599081.1: Lactobacillus kunkeei, KF599082.1: Lactobacillus kunkeei, KF599083.1: Lactobacillus kunkeei, KF599084.1: Lactobacillus kunkeei, KF599085.1: Lactobacillus kunkeei, KF599086.1: Lactobacillus kunkeei, KF599088.1: Lactobacillus kunkeei, KF599089.1: Lactobacillus kunkeei, KF599090.1: Lactobacillus kunkeei, KF599091.1: Lactobacillus kunkeei, KF599093.1: Lactobacillus kunkeei, KF599094.1: Lactobacillus kunkeei, KF599095.1: Lactobacillus kunkeei, KF599098.1: Lactobacillus kunkeei, KF599099.1: Lactobacillus kunkeei, KF599100.1: Lactobacillus kunkeei, KF599101.1: Lactobacillus sp. H2_5_3MCO2, KF599102.1: Lactobacillus kunkeei, KF599103.1: Lactobacillus kunkeei, KF599104.1: Lactobacillus kunkeei, KF599105.1: Lactobacillus kunkeei, KF599106.1: Lactobacillus kunkeei, KF599107.1: Lactobacillus kunkeei, KF599108.1: Lactobacillus kunkeei, KF599109.1: Lactobacillus kunkeei, KF599110.1: Lactobacillus kunkeei, KF599111.1: Lactobacillus kunkeei, KF599114.1: Lactobacillus kunkeei, KF599116.1: Lactobacillus kunkeei, KF599117.1: Lactobacillus kunkeei, KF599121.1: Lactobacillus kunkeei, KF599123.1: Lactobacillus kunkeei, KF599125.1: Lactobacillus kunkeei, KF599128.1: Lactobacillus kunkeei, KF599129.1: Lactobacillus kunkeei, KF599132.1: Lactobacillus kunkeei, KF599134.1: Lactobacillus kunkeei, KF599137.1: Lactobacillus kunkeei, KF599141.1: Lactobacillus kunkeei, KF599142.1: Lactobacillus kunkeei, KF599144.1: Lactobacillus kunkeei, KF599145.1: Lactobacillus kunkeei, KF599146.1: Lactobacillus kunkeei, KF599147.1: Lactobacillus kunkeei, KF599148.1: Lactobacillus kunkeei, KF599149.1: Lactobacillus kunkeei, KF599151.1: Lactobacillus kunkeei, KF599152.1: Lactobacillus kunkeei, KF599155.1: Lactobacillus kunkeei, KF599160.1: Lactobacillus kunkeei, KF599162.1: Lactobacillus kunkeei, KF599163.1: Lactobacillus kunkeei, KF599167.1: Lactobacillus kunkeei, KF599173.1: Lactobacillus kunkeei, KF599174.1: Lactobacillus kunkeei, KF599182.1: Lactobacillus kunkeei, KF599184.1: Lactobacillus kunkeei, KF599190.1: Lactobacillus kunkeei, KF599192.1: Lactobacillus kunkeei, KF599195.1: Lactobacillus kunkeei, KF599199.1: Lactobacillus kunkeei, KF599200.1: Lactobacillus kunkeei, KF599201.1: Lactobacillus kunkeei, KF599206.1: Lactobacillus kunkeei, KF599207.1: Lactobacillus kunkeei, KF599218.1: Lactobacillus kunkeei, KF599245.1: Lactobacillus kunkeei, KF599247.1: Lactobacillus kunkeei, KF599251.1: Lactobacillus kunkeei, KF599254.1: Lactobacillus kunkeei, KF599256.1: Lactobacillus kunkeei, KF599259.1: Lactobacillus kunkeei, KF599346.1: Lactobacillus kunkeei, KF599347.1: Lactobacillus kunkeei, KF599348.1: Lactobacillus kunkeei, KF599350.1: Lactobacillus kunkeei, KF599351.1: Lactobacillus kunkeei, KF599352.1: Lactobacillus kunkeei, KF599353.1: Lactobacillus kunkeei, KF599354.1: Lactobacillus kunkeei, KF599355.1: Lactobacillus kunkeei, KF599356.1: Lactobacillus kunkeei, KF599357.1: Lactobacillus kunkeei, KF599358.1: Lactobacillus kunkeei, KF599359.1: Lactobacillus kunkeei, KF599361.1: Lactobacillus kunkeei, KF599365.1: Lactobacillus kunkeei, KF599366.1: Lactobacillus kunkeei, KF599367.1: Lactobacillus kunkeei, KF599368.1: Lactobacillus kunkeei, KF599370.1: Lactobacillus kunkeei, KF599371.1: Lactobacillus kunkeei, KF599372.1: Lactobacillus kunkeei, KF599373.1: Lactobacillus kunkeei, KF599375.1: Lactobacillus kunkeei, KF599376.1: Lactobacillus kunkeei, KF599378.1: Lactobacillus kunkeei, KF599382.1: Lactobacillus kunkeei, KF599383.1: Lactobacillus kunkeei, KF599385.1: Lactobacillus kunkeei, KF599388.1: Lactobacillus kunkeei, KF599389.1: Lactobacillus kunkeei, KF599390.1: Lactobacillus kunkeei, KF599392.1: Lactobacillus kunkeei, KF599396.1: Lactobacillus kunkeei, KF599397.1: Lactobacillus kunkeei, KF599399.1: Lactobacillus kunkeei, KF599400.1: Lactobacillus kunkeei, KF599401.1: Lactobacillus kunkeei, KF599404.1: Lactobacillus kunkeei, KF599405.1: Lactobacillus kunkeei, KF599406.1: Lactobacillus kunkeei, KF599407.1: Lactobacillus kunkeei, KF599408.1: Lactobacillus kunkeei, KF599409.1: Lactobacillus kunkeei, KF599411.1: Lactobacillus sp. H20_2_1MCO2, KF599412.1: Lactobacillus kunkeei, KF599416.1: Lactobacillus kunkeei, KF599417.1: Lactobacillus kunkeei, KF599418.1: Lactobacillus kunkeei, KF599421.1: Lactobacillus kunkeei, KF599422.1: Lactobacillus kunkeei, KF599424.1: Lactobacillus kunkeei, KF599425.1: Lactobacillus kunkeei, KF599426.1: Lactobacillus kunkeei, KF599427.1: Lactobacillus kunkeei, KF599428.1: Lactobacillus kunkeei, KF599429.1: Lactobacillus kunkeei, KF599430.1: Lactobacillus kunkeei, KF599431.1: Lactobacillus kunkeei, KF599432.1: Lactobacillus kunkeei, KF599433.1: Lactobacillus kunkeei, KF599434.1: Lactobacillus kunkeei, KF599438.1: Lactobacillus kunkeei, KF599440.1: Lactobacillus kunkeei, KF599441.1: Lactobacillus kunkeei, KF599449.1: Lactobacillus kunkeei, KF599450.1: Lactobacillus kunkeei, KF599455.1: Lactobacillus kunkeei, KF599456.1: Lactobacillus kunkeei, KF599457.1: Lactobacillus kunkeei, KF599458.1: Lactobacillus kunkeei, KF599459.1: Lactobacillus kunkeei, KF599462.1: Lactobacillus kunkeei, KF599463.1: Lactobacillus kunkeei, KF599466.1: Lactobacillus kunkeei, KF599468.1: Lactobacillus kunkeei, KF599470.1: Lactobacillus kunkeei, KF599471.1: Lactobacillus kunkeei, KF599472.1: Lactobacillus kunkeei, KF599474.1: Lactobacillus kunkeei, KF599476.1: Lactobacillus kunkeei, KF599480.1: Lactobacillus kunkeei, KF599482.1: Lactobacillus kunkeei, KF599484.1: Lactobacillus kunkeei, KF599485.1: Lactobacillus kunkeei, KF599489.1: Lactobacillus kunkeei, KF600149.1: Lactobacillus kunkeei, KF600150.1: Lactobacillus kunkeei, KF600151.1: Lactobacillus kunkeei, KF600154.1: Lactobacillus kunkeei, KF600160.1: Lactobacillus kunkeei, KF600182.1: Lactobacillus kunkeei, KF600188.1: Lactobacillus kunkeei, KF600189.1: Lactobacillus kunkeei, KF600190.1: Lactobacillus kunkeei, KF600193.1: Lactobacillus kunkeei, KF600194.1: Lactobacillus kunkeei, KF600195.1: Lactobacillus kunkeei, KF600196.1: Lactobacillus kunkeei, KF600197.1: Lactobacillus kunkeei, KF600200.1: Lactobacillus kunkeei, KF600201.1: Lactobacillus kunkeei, KF600202.1: Lactobacillus kunkeei, KF600205.1: Lactobacillus kunkeei, KF600209.1: Lactobacillus kunkeei, KF600213.1: Lactobacillus kunkeei, KF600217.1: Lactobacillus kunkeei, KF600220.1: Lactobacillus kunkeei, KF600222.1: Lactobacillus kunkeei, KF600223.1: Lactobacillus kunkeei, KF600229.1: Lactobacillus kunkeei, KF600235.1: Lactobacillus kunkeei, KF600238.1: Lactobacillus kunkeei, KF600241.1: Lactobacillus kunkeei, KF600243.1: Lactobacillus kunkeei, KF600245.1: Lactobacillus kunkeei, KF600249.1: Lactobacillus kunkeei, KF600255.1: Lactobacillus kunkeei, KF600256.1: Lactobacillus kunkeei, KF600257.1: Lactobacillus kunkeei, KF600258.1: Lactobacillus kunkeei, KF600261.1: Lactobacillus kunkeei, KF600262.1: Lactobacillus kunkeei, KF600263.1: Lactobacillus kunkeei, KF600264.1: Lactobacillus kunkeei, KF600265.1: Lactobacillus kunkeei, KF600266.1: Lactobacillus kunkeei, KF600267.1: Lactobacillus kunkeei, KF600269.1: Lactobacillus kunkeei, KF600272.1: Lactobacillus kunkeei, KF600273.1: Lactobacillus kunkeei, KF600274.1: Lactobacillus kunkeei, KF600275.1: Lactobacillus kunkeei, KF600277.1: Lactobacillus kunkeei, KF600278.1: Lactobacillus kunkeei, KF600279.1: Lactobacillus kunkeei, KF600280.1: Lactobacillus kunkeei, KF600288.1: Lactobacillus kunkeei, KF600292.1: Lactobacillus kunkeei, KF600294.1: Lactobacillus kunkeei, KF600306.1: Lactobacillus kunkeei, KF600310.1: Lactobacillus kunkeei, KF600312.1: Lactobacillus kunkeei, KF600313.1: Lactobacillus kunkeei, KF600315.1: Lactobacillus sp. G7_3_2MCO2, KF600317.1: Lactobacillus kunkeei, KF600323.1: Lactobacillus kunkeei, KF600326.1: Lactobacillus kunkeei, KF600327.1: Lactobacillus kunkeei, KF600331.1: Lactobacillus kunkeei, KF600333.1: Lactobacillus kunkeei, KF600335.1: Lactobacillus kunkeei, KF600336.1: Lactobacillus kunkeei, KF600339.1: Lactobacillus kunkeei, KF600343.1: Lactobacillus kunkeei, KF600345.1: Lactobacillus kunkeei, KF600346.1: Lactobacillus kunkeei, KF600347.1: Lactobacillus kunkeei, KF600348.1: Lactobacillus kunkeei, KF600352.1: Lactobacillus kunkeei, KF600353.1: Lactobacillus kunkeei, KF600355.1: Lactobacillus kunkeei, KF600357.1: Lactobacillus kunkeei, KF600359.1: Lactobacillus kunkeei, KF600361.1: Lactobacillus kunkeei, KF600364.1: Lactobacillus kunkeei, KF600369.1: Lactobacillus kunkeei, KF600370.1: Lactobacillus kunkeei, KF600404.1: Lactobacillus kunkeei, KF600408.1: Lactobacillus kunkeei, KF600428.1: Lactobacillus kunkeei, KF600440.1: Lactobacillus kunkeei, KF600450.1: Lactobacillus kunkeei, KF600459.1: Lactobacillus kunkeei, KF600460.1: Lactobacillus kunkeei, KF600465.1: Lactobacillus kunkeei, KF600470.1: Acinetobacter sp. B8_4BCO2, KF600471.1: Lactobacillus kunkeei, KF600474.1: Lactobacillus kunkeei, KF600478.1: Lactobacillus kunkeei, KF600479.1: Lactobacillus kunkeei, KF600481.1: Lactobacillus kunkeei, KF600484.1: Lactobacillus kunkeei, KF600486.1: Lactobacillus kunkeei, KF600489.1: Lactobacillus kunkeei, KF600490.1: Lactobacillus kunkeei, KF600491.1: Lactobacillus kunkeei, KF600492.1: Lactobacillus kunkeei, KF600497.1: Lactobacillus kunkeei, KF600552.1: Lactobacillus kunkeei, KF600553.1: Lactobacillus kunkeei, KF600554.1: Lactobacillus kunkeei, KF600555.1: Lactobacillus kunkeei, KF600556.1: Lactobacillus kunkeei, KM454401.1: Lactobacillus kunkeei",Isolated from honey.
GQ451650.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Rasoul Bahreini-1,16S ribosomal RNA,1168,"Lactobacillus kunkeei strain Rasoul Bahreini-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451635.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Taj Faegheh-1,16S ribosomal RNA,1125,"Lactobacillus kunkeei strain Taj Faegheh-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
GQ451610.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Taj Hadi-1,16S ribosomal RNA,1096,"Lactobacillus kunkeei strain Taj Hadi-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451640.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Taj Reza-1,16S ribosomal RNA,1142,"Lactobacillus kunkeei strain Taj Reza-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
GQ451631.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Tajabadi Naser-1,16S ribosomal RNA,1226,"Lactobacillus kunkeei strain Tajabadi Naser-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451618.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Yazid Mardan-1,16S ribosomal RNA,1118,"Lactobacillus kunkeei strain Yazid Mardan-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
GQ451620.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Yazid Mustafa-1,16S ribosomal RNA,1120,"Lactobacillus kunkeei strain Yazid Mustafa-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
GQ451617.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Yazid Naser -1,16S ribosomal RNA,1136,"Lactobacillus kunkeei strain Yazid Naser -1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
HM027639.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Taj-Honey 366,16S ribosomal RNA,1090,"Lactobacillus plantarum strain Taj-Honey 366 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
HM534793.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Aahmto12,Aahmto12,16S ribosomal RNA,1440,"Lactobacillus sp. Aahmto12 16S ribosomal RNA gene, partial sequence",2,HM534794.1: Lactobacillus sp. Tbbto15,Isolated from honey bee stomach.
HM534805.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Aahonto7,Aahonto7,16S ribosomal RNA,1440,"Lactobacillus sp. Aahonto7 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534784.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Adhmto15,Adhmto15,16S ribosomal RNA,1440,"Lactobacillus sp. Adhmto15 16S ribosomal RNA gene, partial sequence",4,"HM534783.1: Lactobacillus sp. Adhmro7, HM534785.1: Lactobacillus sp. Alhm1to4, HM534786.1: Lactobacillus sp. Adhmro12",Isolated from honey bee stomach.
HM534789.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Adhmto21,Adhmto21,16S ribosomal RNA,1440,"Lactobacillus sp. Adhmto21 16S ribosomal RNA gene, partial sequence",4,"GQ451614.1: Lactobacillus sp. Mardan Yazid-1, GU233459.1: Lactobacillus sp. Dorsata, HM027641.1: Lactobacillus alvei","Isolated from honey bee stomach.  Includes ""Lactobacillus alvei"" HM027641.1 "
HM534796.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Afpor8,Afpor8,16S ribosomal RNA,1438,"Lactobacillus sp. Afpor8 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534795.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Afpoto13,Afpoto13,16S ribosomal RNA,1440,"Lactobacillus sp. Afpoto13 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534764.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Akhmbto4,Akhmbto4,16S ribosomal RNA,1451,"Lactobacillus sp. Akhmbto4 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534790.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Akhmr6,Akhmr6,16S ribosomal RNA,1439,"Lactobacillus sp. Akhmr6 16S ribosomal RNA gene, partial sequence",2,HM534791.1: Lactobacillus sp. Anuhmto13,Isolated from honey bee stomach.
HM534787.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Alhm2to11,Alhm2to11,16S ribosomal RNA,1440,"Lactobacillus sp. Alhm2to11 16S ribosomal RNA gene, partial sequence",2,HM534788.1: Lactobacillus sp. Adporo6,Isolated from honey bee stomach.
HM534759.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Alhonto3,Alhonto3,16S ribosomal RNA,1446,"Lactobacillus sp. Alhonto3 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534792.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Anhoto8,Anhoto8,16S ribosomal RNA,1440,"Lactobacillus sp. Anhoto8 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
GQ451644.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Arif Mardan-1,Arif Mardan-1,16S ribosomal RNA,1125,"Lactobacillus sp. Arif Mardan-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
KF543105.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. C4,C4,16S ribosomal RNA,1490,"Lactobacillus sp. C4 16S ribosomal RNA gene, partial sequence",10,"HM534776.1: Lactobacillus sp. Aabbto16, HM534777.1: Lactobacillus sp. Anhoto7, HM534778.1: Lactobacillus sp. Afhot1, HM534779.1: Lactobacillus sp. Achmto16, HM534780.1: Lactobacillus sp. Akhmto2, HM534781.1: Lactobacillus sp. Anhor4, HM534782.1: Lactobacillus sp. Acpor9, KF598915.1: Lactobacillus sp. 3098O2, KF600155.1: Lactobacillus sp. G3_1_4MO2",Isolated from Apis cerana gut.
GQ451645.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Dilah Makhdzir-1,Dilah Makhdzir-1,16S ribosomal RNA,1129,"Lactobacillus sp. Dilah Makhdzir-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
GQ451649.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Faegheh Dilah-1,Faegheh Dilah-1,16S ribosomal RNA,1143,"Lactobacillus sp. Faegheh Dilah-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451647.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Faegheh Hadi-1,Faegheh Hadi-1,16S ribosomal RNA,1138,"Lactobacillus sp. Faegheh Hadi-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
KF600153.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. G3_1_2MO2,G3_1_2MO2,16S ribosomal RNA,1296,"Lactobacillus sp. G3_1_2MO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from hindgut of Apis mellifera.
KF600176.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. G3_4_4MO2,G3_4_4MO2,16S ribosomal RNA,1375,"Lactobacillus sp. G3_4_4MO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from alimentary tract hindgut of Apis mellifera.
KF600198.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. G5_12_4MO2,G5_12_4MO2,16S ribosomal RNA,1381,"Lactobacillus sp. G5_12_4MO2 16S ribosomal RNA gene, partial sequence",4,"KF600191.1: Lactobacillus sp. G5_10_4MO2, KF600192.1: Lactobacillus sp. G5_10_5MO2, KF600199.1: Lactobacillus sp. G5_12_5MO2",Isolated from hindgut of Apis mellifera.
KF600281.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. G5_8_1MO2,G5_8_1MO2,16S ribosomal RNA,1282,"Lactobacillus sp. G5_8_1MO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from hindgut of Apis mellifera.
KF600283.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. G5_8_2MO2,G5_8_2MO2,16S ribosomal RNA,1335,"Lactobacillus sp. G5_8_2MO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from hindgut of Apis mellifera.
KF599092.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. H2_1_2MCO2,H2_1_2MCO2,16S ribosomal RNA,1059,"Lactobacillus sp. H2_1_2MCO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from crop of Apis mellifera.
KF599131.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. H7_4_3MCO2,H7_4_3MCO2,16S ribosomal RNA,1059,"Lactobacillus sp. H7_4_3MCO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from crop of Apis mellifera.
GQ451632.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Hadi Naser-1,Hadi Naser-1,16S ribosomal RNA,1147,"Lactobacillus sp. Hadi Naser-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451648.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Hadi Tajabadi-1,Hadi Tajabadi-1,16S ribosomal RNA,1148,"Lactobacillus sp. Hadi Tajabadi-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451637.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Makhdzir Dilah-1,Makhdzir Dilah-1,16S ribosomal RNA,1149,"Lactobacillus sp. Makhdzir Dilah-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
GQ451633.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Makhdzir Naser-1,Makhdzir Naser-1,16S ribosomal RNA,1198,"Lactobacillus sp. Makhdzir Naser-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451622.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Mardan Mustafa-1,Mardan Mustafa-1,16S ribosomal RNA,1126,"Lactobacillus sp. Mardan Mustafa-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451616.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Mardan Naser-1,Mardan Naser-1,16S ribosomal RNA,1138,"Lactobacillus sp. Mardan Naser-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GU233458.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Mardanium,Mardanium,16S ribosomal RNA,1142,"Lactobacillus sp. Mardanium 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
HM534771.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. MbBbr1,MbBbr1,16S ribosomal RNA,1438,"Lactobacillus sp. MbBbr1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
HM534774.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. MbBipro17,MbBipro17,16S ribosomal RNA,1437,"Lactobacillus sp. MbBipro17 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534760.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. MbBipto3,MbBipto3,16S ribosomal RNA,1448,"Lactobacillus sp. MbBipto3 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534806.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. MbHmro1,MbHmro1,16S ribosomal RNA,1440,"Lactobacillus sp. MbHmro1 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534807.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. MbHmro5,MbHmro5,16S ribosomal RNA,1440,"Lactobacillus sp. MbHmro5 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534763.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Mbhoto3,Mbhoto3,16S ribosomal RNA,1448,"Lactobacillus sp. Mbhoto3 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
